lemma	form	tags	attested_count	pron_exact	ortho_exact	onomastic	case_evidence
edward	edwards	N;PL/V;PRS;3;SG	13	yes	yes	yes	proper (480/480 medial-cap, 50 initial)
comparison	comparisons	N;PL/V;PRS;3;SG	40	yes	yes	no	common (1/315 medial-cap, 1 initial)
introduction	introductions	N;PL/V;PRS;3;SG	10	yes	yes	no	common (9/296 medial-cap, 8 initial)
condemn	condemning	V;V.PTCP;PRS	15	yes	yes	no	common (1/132 medial-cap, 1 initial)
delegation	delegations	N;PL/V;PRS;3;SG	24	yes	yes	no	common (3/58 medial-cap, 0 initial)
fear	fearing	V;V.PTCP;PRS	32	yes	yes	no	common (62/2665 medial-cap, 37 initial)
suspend	suspends	N;PL/V;PRS;3;SG	15	yes	yes	no	common (0/56 medial-cap, 3 initial)
sail	sailed	V;PST/V;V.PTCP;PST	78	yes	yes	no	common (9/393 medial-cap, 8 initial)
label	labeling	V;V.PTCP;PRS	5	yes	yes	no	common (1/47 medial-cap, 0 initial)
restraint	restraints	N;PL/V;PRS;3;SG	37	yes	yes	no	common (1/184 medial-cap, 0 initial)
amendment	amendments	N;PL/V;PRS;3;SG	38	yes	yes	no	common (8/95 medial-cap, 0 initial)
accomplice	accomplices	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/60 medial-cap, 0 initial)
film	filmed	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (8/139 medial-cap, 0 initial)
hover	hovering	V;V.PTCP;PRS	38	yes	yes	no	common (2/39 medial-cap, 0 initial)
action	actions	N;PL/V;PRS;3;SG	263	yes	yes	no	common (62/1880 medial-cap, 5 initial)
cathode	cathodes	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/20 medial-cap, 2 initial)
oil	oils	N;PL/V;PRS;3;SG	201	yes	yes	no	common (698/3804 medial-cap, 69 initial)
alarm	alarming	V;V.PTCP;PRS	21	yes	yes	no	common (4/586 medial-cap, 2 initial)
adopt	adopted	V;PST/V;V.PTCP;PST	147	yes	yes	no	common (1/160 medial-cap, 1 initial)
harden	hardened	V;PST/V;V.PTCP;PST	63	yes	yes	no	common (5/33 medial-cap, 1 initial)
weigh	weighed	V;PST/V;V.PTCP;PST	43	yes	yes	no	common (6/106 medial-cap, 3 initial)
saxon	saxons	N;PL/V;PRS;3;SG	9	yes	yes	no	proper (38/38 medial-cap, 2 initial)
dew	dews	N;PL/V;PRS;3;SG	11	yes	yes	no	common (2/125 medial-cap, 2 initial)
background	backgrounds	N;PL/V;PRS;3;SG	17	yes	yes	no	common (0/213 medial-cap, 1 initial)
underwood	underwoods	N;PL/V;PRS;3;SG	5	yes	yes	no	proper (2/4 medial-cap, 0 initial)
pavement	pavements	N;PL/V;PRS;3;SG	10	yes	yes	no	common (2/363 medial-cap, 0 initial)
enable	enables	N;PL/V;PRS;3;SG	17	yes	yes	no	common (0/257 medial-cap, 0 initial)
cabinet	cabinets	N;PL/V;PRS;3;SG	7	yes	yes	no	common (31/188 medial-cap, 5 initial)
carriage	carriages	N;PL/V;PRS;3;SG	58	yes	yes	no	common (6/1929 medial-cap, 0 initial)
madden	maddening	V;V.PTCP;PRS	10	yes	yes	no	proper (10/17 medial-cap, 8 initial)
suspicion	suspicions	N;PL/V;PRS;3;SG	39	yes	yes	no	common (3/726 medial-cap, 6 initial)
correct	corrects	N;PL/V;PRS;3;SG	31	yes	yes	no	common (7/417 medial-cap, 2 initial)
motion	motioned	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (7/461 medial-cap, 1 initial)
insist	insisted	V;PST/V;V.PTCP;PST	83	yes	yes	no	common (0/270 medial-cap, 0 initial)
word	wording	V;V.PTCP;PRS	12	yes	yes	no	common (47/6676 medial-cap, 8 initial)
petromineral	petrominerals	N;PL/V;PRS;3;SG	5	yes	yes	no	no-census
suggest	suggests	N;PL/V;PRS;3;SG	62	yes	yes	no	common (4/307 medial-cap, 1 initial)
economic	economics	N;PL/V;PRS;3;SG	69	yes	yes	no	common (231/1254 medial-cap, 35 initial)
russian	russians	N;PL/V;PRS;3;SG	37	yes	yes	no	proper (856/857 medial-cap, 6 initial)
complication	complications	N;PL/V;PRS;3;SG	13	yes	yes	no	common (1/44 medial-cap, 0 initial)
belief	beliefs	N;PL/V;PRS;3;SG	36	yes	yes	no	common (1/577 medial-cap, 3 initial)
astound	astounded	V;PST/V;V.PTCP;PST	7	yes	yes	no	common (0/5 medial-cap, 0 initial)
rhythm	rhythms	N;PL/V;PRS;3;SG	12	yes	yes	no	common (1/33 medial-cap, 0 initial)
sail	sailing	V;V.PTCP;PRS	88	yes	yes	no	common (9/393 medial-cap, 8 initial)
seem	seems	N;PL/V;PRS;3;SG	685	yes	yes	no	common (4/2034 medial-cap, 1 initial)
presse	presses	N;PL/V;PRS;3;SG	21	yes	yes	no	common (1/7 medial-cap, 0 initial)
lawn	lawns	N;PL/V;PRS;3;SG	11	yes	yes	no	common (1/176 medial-cap, 0 initial)
accord	according	V;V.PTCP;PRS	1377	yes	yes	no	common (77/663 medial-cap, 2 initial)
cheek	cheeks	N;PL/V;PRS;3;SG	59	yes	yes	no	common (2/508 medial-cap, 0 initial)
skeleton	skeletons	N;PL/V;PRS;3;SG	10	yes	yes	no	common (3/163 medial-cap, 0 initial)
description	descriptions	N;PL/V;PRS;3;SG	17	yes	yes	no	common (7/431 medial-cap, 1 initial)
residue	residues	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/58 medial-cap, 0 initial)
ferrie	ferries	N;PL/V;PRS;3;SG	12	yes	yes	no	no-census
torment	tormented	V;PST/V;V.PTCP;PST	32	yes	yes	no	common (3/124 medial-cap, 0 initial)
stemm	stemming	V;V.PTCP;PRS	14	yes	yes	no	common (0/1 medial-cap, 0 initial)
prophet	prophets	N;PL/V;PRS;3;SG	255	yes	yes	no	common (19/346 medial-cap, 0 initial)
suck	sucked	V;PST/V;V.PTCP;PST	27	yes	yes	no	common (1/53 medial-cap, 0 initial)
contain	contains	N;PL/V;PRS;3;SG	112	yes	yes	no	common (2/224 medial-cap, 0 initial)
support	supported	V;PST/V;V.PTCP;PST	188	yes	yes	no	common (26/1090 medial-cap, 2 initial)
pott	potted	V;PST/V;V.PTCP;PST	7	yes	yes	no	proper (177/177 medial-cap, 6 initial)
blight	blighted	V;PST/V;V.PTCP;PST	10	yes	yes	no	common (14/55 medial-cap, 0 initial)
trust	trusting	V;V.PTCP;PRS	18	yes	yes	no	common (250/1570 medial-cap, 30 initial)
draft	drafted	V;PST/V;V.PTCP;PST	12	yes	yes	no	common (10/100 medial-cap, 0 initial)
expenditure	expenditures	N;PL/V;PRS;3;SG	279	yes	yes	no	common (5/155 medial-cap, 2 initial)
caution	cautioned	V;PST/V;V.PTCP;PST	28	yes	yes	no	common (2/292 medial-cap, 9 initial)
confront	confronting	V;V.PTCP;PRS	30	yes	yes	no	common (3/44 medial-cap, 1 initial)
proclamation	proclamations	N;PL/V;PRS;3;SG	5	yes	yes	no	common (5/75 medial-cap, 1 initial)
appliance	appliances	N;PL/V;PRS;3;SG	28	yes	yes	no	common (3/19 medial-cap, 0 initial)
bother	bothering	V;V.PTCP;PRS	6	yes	yes	no	common (12/105 medial-cap, 11 initial)
fasten	fastening	V;V.PTCP;PRS	10	yes	yes	no	common (1/75 medial-cap, 2 initial)
wedd	wedding	V;V.PTCP;PRS	94	yes	yes	no	proper (7/7 medial-cap, 0 initial)
hamburger	hamburgers	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/8 medial-cap, 1 initial)
play	plays	N;PL/V;PRS;3;SG	107	yes	yes	no	common (28/1605 medial-cap, 16 initial)
good	goods	N;PL/V;PRS;3;SG	587	yes	yes	no	common (617/17785 medial-cap, 1100 initial)
flatten	flattening	V;V.PTCP;PRS	9	yes	yes	no	common (0/7 medial-cap, 0 initial)
railing	railings	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/57 medial-cap, 0 initial)
propp	propped	V;PST/V;V.PTCP;PST	7	yes	yes	no	no-census
sweeten	sweetened	V;PST/V;V.PTCP;PST	15	yes	yes	no	common (0/9 medial-cap, 0 initial)
unload	unloading	V;V.PTCP;PRS	21	yes	yes	no	common (1/23 medial-cap, 0 initial)
except	excepted	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (45/2049 medial-cap, 82 initial)
affliction	afflictions	N;PL/V;PRS;3;SG	18	yes	yes	no	common (1/198 medial-cap, 1 initial)
rigor	rigors	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/3 medial-cap, 0 initial)
pilfer	pilfering	V;V.PTCP;PRS	5	yes	yes	no	common (0/1 medial-cap, 0 initial)
suffer	suffers	N;PL/V;PRS;3;SG	19	yes	yes	no	common (13/738 medial-cap, 6 initial)
daughter	daughters	N;PL/V;PRS;3;SG	344	yes	yes	no	common (34/3678 medial-cap, 7 initial)
contact	contacted	V;PST/V;V.PTCP;PST	17	yes	yes	no	common (5/258 medial-cap, 9 initial)
vision	visions	N;PL/V;PRS;3;SG	47	yes	yes	no	common (13/447 medial-cap, 0 initial)
cannon	cannons	N;PL/V;PRS;3;SG	10	yes	yes	no	common (27/284 medial-cap, 5 initial)
publication	publications	N;PL/V;PRS;3;SG	52	yes	yes	no	common (3/93 medial-cap, 4 initial)
pray	prayed	V;PST/V;V.PTCP;PST	89	yes	yes	no	common (123/1285 medial-cap, 419 initial)
solicit	solicited	V;PST/V;V.PTCP;PST	11	yes	yes	no	common (2/36 medial-cap, 0 initial)
motion	motions	N;PL/V;PRS;3;SG	42	yes	yes	no	common (7/461 medial-cap, 1 initial)
delight	delighted	V;PST/V;V.PTCP;PST	137	yes	yes	no	common (27/1012 medial-cap, 13 initial)
nest	nested	V;PST/V;V.PTCP;PST	10	yes	yes	no	common (7/182 medial-cap, 0 initial)
knott	knotted	V;PST/V;V.PTCP;PST	16	yes	yes	no	common (0/1 medial-cap, 0 initial)
appear	appeared	V;PST/V;V.PTCP;PST	520	yes	yes	no	common (9/1242 medial-cap, 0 initial)
suffering	sufferings	N;PL/V;PRS;3;SG	36	yes	yes	no	common (3/862 medial-cap, 5 initial)
mold	molding	V;V.PTCP;PRS	19	yes	yes	no	common (0/47 medial-cap, 1 initial)
proceed	proceeded	V;PST/V;V.PTCP;PST	97	yes	yes	no	common (10/516 medial-cap, 8 initial)
disallow	disallowed	V;PST/V;V.PTCP;PST	8	yes	yes	no	common (0/3 medial-cap, 0 initial)
allow	allows	N;PL/V;PRS;3;SG	68	yes	yes	no	common (25/1498 medial-cap, 88 initial)
doubt	doubts	N;PL/V;PRS;3;SG	84	yes	yes	no	common (10/3339 medial-cap, 7 initial)
domineer	domineering	V;V.PTCP;PRS	5	yes	yes	no	common (0/10 medial-cap, 0 initial)
will	willing	V;V.PTCP;PRS	296	yes	yes	no	common (996/38861 medial-cap, 816 initial)
newspaper	newspapers	N;PL/V;PRS;3;SG	93	yes	yes	no	common (12/494 medial-cap, 5 initial)
play	played	V;PST/V;V.PTCP;PST	198	yes	yes	no	common (28/1605 medial-cap, 16 initial)
countervail	countervailing	V;V.PTCP;PRS	13	yes	yes	no	common (1/5 medial-cap, 0 initial)
production	productions	N;PL/V;PRS;3;SG	16	yes	yes	no	common (131/1612 medial-cap, 62 initial)
suffer	suffered	V;PST/V;V.PTCP;PST	216	yes	yes	no	common (13/738 medial-cap, 6 initial)
travel	traveling	V;V.PTCP;PRS	34	yes	yes	no	common (8/379 medial-cap, 5 initial)
reynold	reynolds	N;PL/V;PRS;3;SG	75	yes	yes	no	dual (0/0 medial-cap, 1 initial)
recession	recessions	N;PL/V;PRS;3;SG	5	yes	yes	no	common (3/88 medial-cap, 0 initial)
superstition	superstitions	N;PL/V;PRS;3;SG	10	yes	yes	no	common (2/90 medial-cap, 3 initial)
signal	signaling	V;V.PTCP;PRS	8	yes	yes	no	common (40/378 medial-cap, 2 initial)
tumor	tumors	N;PL/V;PRS;3;SG	8	yes	yes	no	common (4/26 medial-cap, 0 initial)
marshall	marshalled	V;PST/V;V.PTCP;PST	6	yes	yes	no	proper (58/60 medial-cap, 9 initial)
spray	spraying	V;V.PTCP;PRS	11	yes	yes	no	common (1/69 medial-cap, 0 initial)
elect	elected	V;PST/V;V.PTCP;PST	101	yes	yes	no	common (4/91 medial-cap, 0 initial)
roe	roes	N;PL/V;PRS;3;SG	5	yes	yes	no	common (3/10 medial-cap, 0 initial)
accord	accorded	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (77/663 medial-cap, 2 initial)
disarm	disarmed	V;PST/V;V.PTCP;PST	9	yes	yes	no	common (0/12 medial-cap, 0 initial)
moulding	mouldings	N;PL/V;PRS;3;SG	5	yes	yes	no	common (1/12 medial-cap, 0 initial)
festival	festivals	N;PL/V;PRS;3;SG	8	yes	yes	no	common (18/122 medial-cap, 1 initial)
consent	consenting	V;V.PTCP;PRS	7	yes	yes	no	common (5/676 medial-cap, 3 initial)
proceed	proceeds	N;PL/V;PRS;3;SG	163	yes	yes	no	common (10/516 medial-cap, 8 initial)
consider	considers	N;PL/V;PRS;3;SG	48	yes	yes	no	common (22/1523 medial-cap, 115 initial)
threaten	threatens	N;PL/V;PRS;3;SG	28	yes	yes	no	common (2/104 medial-cap, 0 initial)
demonstration	demonstrations	N;PL/V;PRS;3;SG	12	yes	yes	no	common (0/106 medial-cap, 0 initial)
retract	retracted	V;PST/V;V.PTCP;PST	8	yes	yes	no	common (0/32 medial-cap, 0 initial)
accumulation	accumulations	N;PL/V;PRS;3;SG	10	yes	yes	no	common (0/46 medial-cap, 0 initial)
bother	bothered	V;PST/V;V.PTCP;PST	21	yes	yes	no	common (12/105 medial-cap, 11 initial)
explain	explained	V;PST/V;V.PTCP;PST	174	yes	yes	no	common (13/904 medial-cap, 19 initial)
rest	resting	V;V.PTCP;PRS	48	yes	yes	no	common (24/3500 medial-cap, 15 initial)
accusation	accusations	N;PL/V;PRS;3;SG	6	yes	yes	no	common (2/149 medial-cap, 0 initial)
priest	priests	N;PL/V;PRS;3;SG	456	yes	yes	no	common (21/1127 medial-cap, 2 initial)
horn	horns	N;PL/V;PRS;3;SG	98	yes	yes	no	common (60/199 medial-cap, 2 initial)
holling	hollings	N;PL/V;PRS;3;SG	10	yes	yes	no	no-census
santo	santos	N;PL/V;PRS;3;SG	85	yes	yes	no	proper (5/5 medial-cap, 0 initial)
america	americas	N;PL/V;PRS;3;SG	34	yes	yes	no	proper (712/716 medial-cap, 21 initial)
teem	teeming	V;V.PTCP;PRS	24	yes	yes	no	common (0/3 medial-cap, 0 initial)
decay	decaying	V;V.PTCP;PRS	6	yes	yes	no	common (1/93 medial-cap, 0 initial)
descend	descending	V;V.PTCP;PRS	47	yes	yes	no	common (4/194 medial-cap, 4 initial)
actor	actors	N;PL/V;PRS;3;SG	24	yes	yes	no	common (3/119 medial-cap, 0 initial)
classification	classifications	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/42 medial-cap, 0 initial)
shadow	shadowed	V;PST/V;V.PTCP;PST	14	yes	yes	no	common (27/899 medial-cap, 3 initial)
sentiment	sentiments	N;PL/V;PRS;3;SG	44	yes	yes	no	common (9/411 medial-cap, 4 initial)
basket	baskets	N;PL/V;PRS;3;SG	30	yes	yes	no	common (5/524 medial-cap, 0 initial)
inspect	inspected	V;PST/V;V.PTCP;PST	9	yes	yes	no	common (0/47 medial-cap, 1 initial)
wit	wits	N;PL/V;PRS;3;SG	26	yes	yes	no	common (11/359 medial-cap, 2 initial)
inhibit	inhibited	V;PST/V;V.PTCP;PST	8	yes	yes	no	common (0/8 medial-cap, 0 initial)
direct	directing	V;V.PTCP;PRS	27	yes	yes	no	common (12/734 medial-cap, 15 initial)
plott	plotting	V;V.PTCP;PRS	11	yes	yes	no	no-census
script	scripts	N;PL/V;PRS;3;SG	8	yes	yes	no	common (0/14 medial-cap, 0 initial)
lande	landes	N;PL/V;PRS;3;SG	6	yes	yes	no	no-census
form	forming	V;V.PTCP;PRS	83	yes	yes	no	common (37/2099 medial-cap, 5 initial)
memorial	memorials	N;PL/V;PRS;3;SG	5	yes	yes	no	common (42/96 medial-cap, 0 initial)
ruin	ruined	V;PST/V;V.PTCP;PST	39	yes	yes	no	common (5/629 medial-cap, 3 initial)
saving	savings	N;PL/V;PRS;3;SG	541	yes	yes	no	common (4/241 medial-cap, 4 initial)
contradict	contradicted	V;PST/V;V.PTCP;PST	15	yes	yes	no	common (0/135 medial-cap, 1 initial)
roam	roaming	V;V.PTCP;PRS	11	yes	yes	no	common (0/44 medial-cap, 0 initial)
inflict	inflicted	V;PST/V;V.PTCP;PST	17	yes	yes	no	common (0/69 medial-cap, 0 initial)
denial	denials	N;PL/V;PRS;3;SG	9	yes	yes	no	common (2/129 medial-cap, 0 initial)
disposal	disposals	N;PL/V;PRS;3;SG	14	yes	yes	no	common (2/248 medial-cap, 0 initial)
maintain	maintaining	V;V.PTCP;PRS	107	yes	yes	no	common (3/414 medial-cap, 1 initial)
impend	impending	V;V.PTCP;PRS	9	yes	yes	no	common (0/1 medial-cap, 0 initial)
snuff	snuffed	V;PST/V;V.PTCP;PST	9	yes	yes	no	common (2/194 medial-cap, 1 initial)
dust	dusting	V;V.PTCP;PRS	10	yes	yes	no	common (20/717 medial-cap, 3 initial)
torment	tormenting	V;V.PTCP;PRS	7	yes	yes	no	common (3/124 medial-cap, 0 initial)
uncover	uncovered	V;PST/V;V.PTCP;PST	32	yes	yes	no	common (1/44 medial-cap, 1 initial)
walter	walters	N;PL/V;PRS;3;SG	11	yes	yes	yes	proper (881/881 medial-cap, 57 initial)
potential	potentials	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/252 medial-cap, 1 initial)
convey	conveying	V;V.PTCP;PRS	9	yes	yes	no	common (0/182 medial-cap, 1 initial)
word	worded	V;PST/V;V.PTCP;PST	8	yes	yes	no	common (47/6676 medial-cap, 8 initial)
head	heading	V;V.PTCP;PRS	75	yes	yes	no	common (126/10929 medial-cap, 4 initial)
organisation	organisations	N;PL/V;PRS;3;SG	17	yes	yes	no	proper (78/122 medial-cap, 0 initial)
devour	devouring	V;V.PTCP;PRS	18	yes	yes	no	common (0/126 medial-cap, 0 initial)
allusion	allusions	N;PL/V;PRS;3;SG	15	yes	yes	no	common (0/233 medial-cap, 0 initial)
mist	mists	N;PL/V;PRS;3;SG	14	yes	yes	no	common (12/323 medial-cap, 3 initial)
predisposition	predispositions	N;PL/V;PRS;3;SG	9	yes	yes	no	common (0/6 medial-cap, 0 initial)
connect	connecting	V;V.PTCP;PRS	32	yes	yes	no	common (0/51 medial-cap, 0 initial)
moment	moments	N;PL/V;PRS;3;SG	156	yes	yes	no	common (5/7825 medial-cap, 1 initial)
monarch	monarchs	N;PL/V;PRS;3;SG	5	yes	yes	no	common (8/77 medial-cap, 1 initial)
splitt	splitting	V;V.PTCP;PRS	7	yes	yes	no	no-census
widen	widened	V;PST/V;V.PTCP;PST	41	yes	yes	no	common (2/30 medial-cap, 1 initial)
depend	depending	V;V.PTCP;PRS	94	yes	yes	no	common (4/410 medial-cap, 35 initial)
land	landing	V;V.PTCP;PRS	52	yes	yes	no	common (93/3241 medial-cap, 55 initial)
adopt	adopting	V;V.PTCP;PRS	26	yes	yes	no	common (1/160 medial-cap, 1 initial)
exception	exceptions	N;PL/V;PRS;3;SG	52	yes	yes	no	common (0/298 medial-cap, 2 initial)
pearl	pearls	N;PL/V;PRS;3;SG	15	yes	yes	no	common (14/98 medial-cap, 0 initial)
ripen	ripening	V;V.PTCP;PRS	12	yes	yes	no	common (0/14 medial-cap, 0 initial)
morning	mornings	N;PL/V;PRS;3;SG	23	yes	yes	no	common (77/6113 medial-cap, 34 initial)
talk	talking	V;V.PTCP;PRS	520	yes	yes	no	common (20/3169 medial-cap, 56 initial)
salt	salted	V;PST/V;V.PTCP;PST	16	yes	yes	no	common (46/306 medial-cap, 6 initial)
richard	richards	N;PL/V;PRS;3;SG	23	yes	yes	yes	proper (736/736 medial-cap, 63 initial)
ocean	oceans	N;PL/V;PRS;3;SG	38	yes	yes	no	common (58/407 medial-cap, 3 initial)
restrain	restrained	V;PST/V;V.PTCP;PST	51	yes	yes	no	common (1/227 medial-cap, 3 initial)
investment	investments	N;PL/V;PRS;3;SG	199	yes	yes	no	common (135/997 medial-cap, 28 initial)
variation	variations	N;PL/V;PRS;3;SG	34	yes	yes	no	common (0/61 medial-cap, 0 initial)
girl	girls	N;PL/V;PRS;3;SG	339	yes	yes	no	common (26/4528 medial-cap, 0 initial)
disbursement	disbursements	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/4 medial-cap, 0 initial)
engagement	engagements	N;PL/V;PRS;3;SG	38	yes	yes	no	common (3/610 medial-cap, 2 initial)
obligation	obligations	N;PL/V;PRS;3;SG	121	yes	yes	no	common (2/200 medial-cap, 1 initial)
meat	meats	N;PL/V;PRS;3;SG	27	yes	yes	no	common (43/760 medial-cap, 1 initial)
rain	rained	V;PST/V;V.PTCP;PST	22	yes	yes	no	common (23/920 medial-cap, 18 initial)
elm	elms	N;PL/V;PRS;3;SG	5	yes	yes	no	common (5/43 medial-cap, 2 initial)
sponsor	sponsoring	V;V.PTCP;PRS	5	yes	yes	no	common (5/30 medial-cap, 2 initial)
surrender	surrendering	V;V.PTCP;PRS	7	yes	yes	no	common (1/104 medial-cap, 3 initial)
sharpen	sharpened	V;PST/V;V.PTCP;PST	12	yes	yes	no	common (0/15 medial-cap, 0 initial)
smelt	smelting	V;V.PTCP;PRS	26	yes	yes	no	common (0/86 medial-cap, 0 initial)
expect	expected	V;PST/V;V.PTCP;PST	1805	yes	yes	no	common (16/1490 medial-cap, 3 initial)
mose	moses	N;PL/V;PRS;3;SG	873	yes	yes	no	proper (4/4 medial-cap, 2 initial)
gear	geared	V;PST/V;V.PTCP;PST	12	yes	yes	no	common (6/63 medial-cap, 1 initial)
act	acted	V;PST/V;V.PTCP;PST	81	yes	yes	no	common (223/1757 medial-cap, 7 initial)
intend	intended	V;PST/V;V.PTCP;PST	204	yes	yes	no	common (7/361 medial-cap, 0 initial)
honour	honoured	V;PST/V;V.PTCP;PST	35	yes	yes	no	common (227/2099 medial-cap, 26 initial)
disjoint	disjointed	V;PST/V;V.PTCP;PST	7	yes	yes	no	no-census
border	bordering	V;V.PTCP;PRS	16	yes	yes	no	common (10/261 medial-cap, 0 initial)
divert	diverting	V;V.PTCP;PRS	9	yes	yes	no	common (0/79 medial-cap, 0 initial)
jenn	jenning	V;V.PTCP;PRS	5	yes	yes	no	no-census
complement	complements	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/41 medial-cap, 0 initial)
skipp	skipped	V;PST/V;V.PTCP;PST	14	yes	yes	no	proper (4/4 medial-cap, 0 initial)
dwarf	dwarfs	N;PL/V;PRS;3;SG	5	yes	yes	no	common (2/46 medial-cap, 0 initial)
select	selecting	V;V.PTCP;PRS	83	yes	yes	no	common (8/148 medial-cap, 1 initial)
diamond	diamonds	N;PL/V;PRS;3;SG	21	yes	yes	no	proper (376/577 medial-cap, 25 initial)
differ	differs	N;PL/V;PRS;3;SG	17	yes	yes	no	common (0/90 medial-cap, 0 initial)
warrant	warranted	V;PST/V;V.PTCP;PST	16	yes	yes	no	common (6/204 medial-cap, 2 initial)
recommendation	recommendations	N;PL/V;PRS;3;SG	176	yes	yes	no	common (3/198 medial-cap, 2 initial)
display	displaying	V;V.PTCP;PRS	35	yes	yes	no	common (2/229 medial-cap, 2 initial)
confirm	confirmed	V;PST/V;V.PTCP;PST	158	yes	yes	no	common (0/167 medial-cap, 0 initial)
heighten	heightening	V;V.PTCP;PRS	5	yes	yes	no	common (0/26 medial-cap, 0 initial)
criticism	criticisms	N;PL/V;PRS;3;SG	16	yes	yes	no	common (2/165 medial-cap, 7 initial)
myer	myers	N;PL/V;PRS;3;SG	39	yes	yes	no	no-census
panel	paneling	V;V.PTCP;PRS	6	yes	yes	no	common (28/132 medial-cap, 0 initial)
height	heights	N;PL/V;PRS;3;SG	52	yes	yes	no	common (1/498 medial-cap, 1 initial)
snapp	snapped	V;PST/V;V.PTCP;PST	46	yes	yes	no	no-census
happen	happening	V;V.PTCP;PRS	70	yes	yes	no	common (3/917 medial-cap, 1 initial)
sanction	sanctions	N;PL/V;PRS;3;SG	132	yes	yes	no	common (0/86 medial-cap, 1 initial)
exposure	exposures	N;PL/V;PRS;3;SG	6	yes	yes	no	common (1/139 medial-cap, 2 initial)
recollection	recollections	N;PL/V;PRS;3;SG	13	yes	yes	no	common (0/415 medial-cap, 1 initial)
affirm	affirmed	V;PST/V;V.PTCP;PST	18	yes	yes	no	common (0/55 medial-cap, 0 initial)
routine	routines	N;PL/V;PRS;3;SG	5	yes	yes	no	common (1/109 medial-cap, 3 initial)
found	founded	V;PST/V;V.PTCP;PST	87	yes	yes	no	common (28/7597 medial-cap, 15 initial)
surgeon	surgeons	N;PL/V;PRS;3;SG	5	yes	yes	no	common (11/246 medial-cap, 0 initial)
linse	linseed	V;PST/V;V.PTCP;PST	11	yes	yes	no	no-census
adjust	adjusted	V;PST/V;V.PTCP;PST	469	yes	yes	no	common (1/68 medial-cap, 0 initial)
genetic	genetics	N;PL/V;PRS;3;SG	10	yes	yes	no	common (1/7 medial-cap, 1 initial)
marriage	marriages	N;PL/V;PRS;3;SG	43	yes	yes	no	common (41/1951 medial-cap, 17 initial)
infestation	infestations	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/2 medial-cap, 0 initial)
disconcert	disconcerting	V;V.PTCP;PRS	5	yes	yes	no	common (0/13 medial-cap, 0 initial)
subscription	subscriptions	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/42 medial-cap, 0 initial)
contention	contentions	N;PL/V;PRS;3;SG	10	yes	yes	no	common (0/59 medial-cap, 0 initial)
order	orders	N;PL/V;PRS;3;SG	314	yes	yes	no	common (80/3131 medial-cap, 20 initial)
assault	assaulted	V;PST/V;V.PTCP;PST	11	yes	yes	no	common (0/121 medial-cap, 1 initial)
sipp	sipping	V;V.PTCP;PRS	11	yes	yes	no	no-census
appropriation	appropriations	N;PL/V;PRS;3;SG	96	yes	yes	no	common (1/9 medial-cap, 0 initial)
expand	expanded	V;PST/V;V.PTCP;PST	133	yes	yes	no	common (10/205 medial-cap, 0 initial)
complain	complains	N;PL/V;PRS;3;SG	13	yes	yes	no	common (2/263 medial-cap, 0 initial)
enjoy	enjoying	V;V.PTCP;PRS	49	yes	yes	no	common (2/486 medial-cap, 1 initial)
tapp	tapping	V;V.PTCP;PRS	16	yes	yes	no	no-census
collection	collections	N;PL/V;PRS;3;SG	18	yes	yes	no	common (15/232 medial-cap, 0 initial)
persian	persians	N;PL/V;PRS;3;SG	19	yes	yes	no	proper (61/62 medial-cap, 0 initial)
implication	implications	N;PL/V;PRS;3;SG	53	yes	yes	no	common (0/36 medial-cap, 0 initial)
deliver	delivering	V;V.PTCP;PRS	20	yes	yes	no	common (8/547 medial-cap, 21 initial)
reason	reasons	N;PL/V;PRS;3;SG	253	yes	yes	no	common (37/3385 medial-cap, 9 initial)
labor	labors	N;PL/V;PRS;3;SG	8	yes	yes	no	common (46/371 medial-cap, 9 initial)
hemm	hemmed	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (0/5 medial-cap, 0 initial)
weigh	weighing	V;V.PTCP;PRS	28	yes	yes	no	common (6/106 medial-cap, 3 initial)
display	displays	N;PL/V;PRS;3;SG	83	yes	yes	no	common (2/229 medial-cap, 2 initial)
utter	uttered	V;PST/V;V.PTCP;PST	43	yes	yes	no	common (4/529 medial-cap, 1 initial)
jail	jailed	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (18/140 medial-cap, 1 initial)
exist	existed	V;PST/V;V.PTCP;PST	63	yes	yes	no	common (0/373 medial-cap, 1 initial)
